,0
0,31.383292896348205
1,31.281687273032137
2,31.17007129027238
3,31.048444948068934
4,30.9168082464218
5,30.775161185330983
6,30.623503764796396
7,30.402558704817004
8,30.167528423955925
9,29.975767217523074
10,29.789208366972506
11,29.607851872304302
12,29.431697733518455
13,29.26074595061497
14,29.09499652359385
