,0
0,18.979914137434346
1,19.16840405011995
2,19.37381943591323
3,19.59616029481419
4,19.835426626822827
5,20.09161843193914
6,20.364735710163078
7,20.535913710586616
8,20.942822805130312
9,21.12593186027719
10,21.310991174188786
11,21.639418145135984
12,22.037767526545043
13,22.605650054717287
14,22.815373690569167
15,22.95953884244163
16,23.038145510334733
17,23.051193694248468
18,22.99868339418284
19,22.88061461013785
