,0
0,0.6651781411751958
1,0.6114814032300748
2,0.5589309637834636
3,0.5077436445426615
4,0.4581362672149676
5,0.4103256535076811
6,0.36452862512810114
7,0.32096200378352696
8,0.27984261118125775
9,0.24138726902859275
10,0.205812799032831
11,0.1733360229012717
12,0.14417376234121426
13,0.11854283905995755
14,0.09666007476480087
15,0.07874229116304354
16,0.06500630996198453
17,0.05566895286892315
18,0.05094704159115859
19,0.05105739783599006
