,prob,td_prob,return
0,0.02450050055445432,0.0024940986511327833,-14.022866185824963
1,0.025084795722999195,0.0026255984498739665,-13.903834180437793
2,0.025594968105696548,0.0027268413885164744,-13.709449535196065
3,0.026031017702546382,0.0027978274670603064,-13.439712250099781
4,0.02639294451354869,0.002838556685505463,-13.09462232514894
5,0.026680748538703482,0.0028490290438519437,-12.674179760343542
6,0.026894429778010747,0.0028292445420997486,-12.178384555683586
7,0.027033988231470494,0.0027792031802488784,-11.607236711169074
8,0.02709942389908272,0.002698904958299332,-10.960736226800005
9,0.027090736780847422,0.0025883498762511105,-10.23888310257638
10,0.027007926876764284,0.002447537934104182,-9.44167733849808
11,0.026635218549177483,0.0021030222901670574,-7.298077639733321
12,0.025450829298025987,0.0016700820769797332,-7.354605026842597
13,0.023336239888020447,0.00137726114605815,-6.019610216161303
14,0.022988676526175665,0.001176886179365293,-4.552485606906931
15,0.02252830397617314,0.0009677998453535459,-3.8948858014238374
16,0.021518690955913595,0.0010947130476440202,-3.8094544231415677
17,0.022798758155521723,0.0005693329158252085,-2.7544837134418168
18,0.02239491355745763,0.00033052230631592193,-2.6246827001004327
19,0.023443754336473093,0.000713146121682015,-2.919943387974283
20,0.024142011876864995,0.0009626200543260081,-2.9614418887220597
21,0.025322987907271555,0.0013613584434659211,-4.3865511377879445
22,0.02530935988405746,0.0016470354901135461,-4.497134748657025
23,0.0249141358056824,0.0017654733164171694,-4.677569247059197
24,0.02460229288694442,0.0019464227057556815,-5.573481970678015
25,0.024281973869640372,0.002215177881605327,-6.2738228711636745
26,0.024513833587260246,0.002267139392245123,-6.637484390932643
27,0.025234186075522413,0.0020185922617148248,-5.911011683280658
28,0.02584878993811168,0.0019112978186875814,-5.548227717762935
29,0.026423060517802206,0.0019439372072212876,-5.81741065024344
30,0.02631728769281443,0.001986761828392806,-4.881195446642548
31,0.026180993070307936,0.001905905860377546,-4.6373819896898345
32,0.02590787848881556,0.0018252143977988211,-4.486074577397417
33,0.024907183668560623,0.0018862283603971793,-3.994212296612856
34,0.024636468172044894,0.001849396376912274,-3.211666461231655
35,0.023913087409397106,0.00159974636096654,-2.8181875526820743
36,0.023424970303298757,0.0014237860852825174,-2.733891168690621
37,0.024402171478729928,0.0010986894942810225,-2.195820639175082
38,0.023394419218968034,0.0011457004372715796,-1.4473299189897098
39,0.025492463808778055,0.001414279478446973,-0.7852628305725425
40,0.02602307435245583,0.0015071499780302537,-0.39266121766336326
41,0.027220369534821525,0.0018561186756665352,-0.5602205689839737
42,0.027000653022413845,0.0016569552835660343,0.855435218767334
43,0.027586595977889643,0.0018724896057972927,2.0609189508957693
44,0.02705630415547961,0.0018780570494316973,2.71120855782876
45,0.02808699193810929,0.00222067733282014,2.1852098019961046
46,0.027892706948254766,0.0022640547744474764,2.3105529152123863
47,0.028500448688370972,0.002136105668038334,3.12589242971664
